image_path,connector_name,true_label,predicted_label,score,correct
/Users/md101ta/Project Work/Data/connectors/conn6/20251106110746_TOP.png,conn6,OK,OK,2.1057071685791016,True
/Users/md101ta/Project Work/Data/connectors/conn7/20251106110746_TOP.png,conn7,OK,OK,2.298892021179199,True
/Users/md101ta/Project Work/Data/connectors/conn8/20251106110746_TOP.png,conn8,OK,OK,2.695951223373413,True
/Users/md101ta/Project Work/Data/connectors/conn9/20251106110746_TOP.png,conn9,OK,OK,2.111790418624878,True
/Users/md101ta/Project Work/Data/connectors/conn1/20251106110824_TOP.png,conn1,OK,KO,3.3012495040893555,False
/Users/md101ta/Project Work/Data/connectors/conn2/20251106110824_TOP.png,conn2,OK,OK,3.3777999877929688,True
/Users/md101ta/Project Work/Data/connectors/conn3/20251106110824_TOP.png,conn3,OK,OK,3.3458235263824463,True
/Users/md101ta/Project Work/Data/connectors/conn4/20251106110824_TOP.png,conn4,OK,OK,3.448085308074951,True
/Users/md101ta/Project Work/Data/connectors/conn5/20251106110824_TOP.png,conn5,OK,OK,2.616523265838623,True
/Users/md101ta/Project Work/Data/connectors/conn6/20251106110824_TOP.png,conn6,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn7/20251106110824_TOP.png,conn7,OK,OK,1.752389669418335,True
/Users/md101ta/Project Work/Data/connectors/conn8/20251106110824_TOP.png,conn8,OK,OK,3.094961404800415,True
/Users/md101ta/Project Work/Data/connectors/conn9/20251106110824_TOP.png,conn9,OK,OK,2.194535493850708,True
/Users/md101ta/Project Work/Data/connectors/conn1/20251106110900_TOP.png,conn1,OK,OK,1.6272895336151123,True
/Users/md101ta/Project Work/Data/connectors/conn2/20251106110900_TOP.png,conn2,OK,OK,2.2783937454223633,True
/Users/md101ta/Project Work/Data/connectors/conn3/20251106110900_TOP.png,conn3,OK,OK,1.883763074874878,True
/Users/md101ta/Project Work/Data/connectors/conn4/20251106110900_TOP.png,conn4,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn5/20251106110900_TOP.png,conn5,OK,OK,1.6361174583435059,True
/Users/md101ta/Project Work/Data/connectors/conn6/20251106110900_TOP.png,conn6,OK,OK,2.4137320518493652,True
/Users/md101ta/Project Work/Data/connectors/conn7/20251106110900_TOP.png,conn7,OK,OK,2.7712912559509277,True
/Users/md101ta/Project Work/Data/connectors/conn8/20251106110900_TOP.png,conn8,OK,OK,1.829685091972351,True
/Users/md101ta/Project Work/Data/connectors/conn9/20251106110900_TOP.png,conn9,OK,OK,2.790588855743408,True
/Users/md101ta/Project Work/Data/connectors/conn1/20251106110939_TOP.png,conn1,OK,OK,1.4764701128005981,True
/Users/md101ta/Project Work/Data/connectors/conn2/20251106110939_TOP.png,conn2,OK,OK,2.5152812004089355,True
/Users/md101ta/Project Work/Data/connectors/conn3/20251106110939_TOP.png,conn3,OK,OK,1.5423580408096313,True
/Users/md101ta/Project Work/Data/connectors/conn4/20251106110939_TOP.png,conn4,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn5/20251106110939_TOP.png,conn5,OK,OK,2.0825350284576416,True
/Users/md101ta/Project Work/Data/connectors/conn6/20251106110939_TOP.png,conn6,OCCLUSION,KO,4.80202054977417,False
/Users/md101ta/Project Work/Data/connectors/conn7/20251106110939_TOP.png,conn7,OK,OK,3.267211675643921,True
/Users/md101ta/Project Work/Data/connectors/conn8/20251106110939_TOP.png,conn8,OK,OK,1.9093540906906128,True
/Users/md101ta/Project Work/Data/connectors/conn9/20251106110939_TOP.png,conn9,OK,OK,2.293443441390991,True
/Users/md101ta/Project Work/Data/connectors/conn1/20251106111015_TOP.png,conn1,OK,OK,2.1849918365478516,True
/Users/md101ta/Project Work/Data/connectors/conn2/20251106111015_TOP.png,conn2,OK,OK,2.3227553367614746,True
/Users/md101ta/Project Work/Data/connectors/conn3/20251106111015_TOP.png,conn3,OK,OK,2.1893789768218994,True
/Users/md101ta/Project Work/Data/connectors/conn4/20251106111015_TOP.png,conn4,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn5/20251106111015_TOP.png,conn5,OK,OK,3.0219175815582275,True
/Users/md101ta/Project Work/Data/connectors/conn6/20251106111015_TOP.png,conn6,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn7/20251106111015_TOP.png,conn7,OK,OK,1.9931175708770752,True
/Users/md101ta/Project Work/Data/connectors/conn8/20251106111015_TOP.png,conn8,OK,OK,1.5166559219360352,True
/Users/md101ta/Project Work/Data/connectors/conn9/20251106111015_TOP.png,conn9,OK,OK,2.882171630859375,True
/Users/md101ta/Project Work/Data/connectors/conn1/20251106111050_TOP.png,conn1,OK,OK,1.894033432006836,True
/Users/md101ta/Project Work/Data/connectors/conn2/20251106111050_TOP.png,conn2,OK,OK,2.4950029850006104,True
/Users/md101ta/Project Work/Data/connectors/conn3/20251106111050_TOP.png,conn3,OK,OK,2.317978858947754,True
/Users/md101ta/Project Work/Data/connectors/conn4/20251106111050_TOP.png,conn4,OK,OK,2.9975838661193848,True
/Users/md101ta/Project Work/Data/connectors/conn5/20251106111050_TOP.png,conn5,OK,OK,2.2194418907165527,True
/Users/md101ta/Project Work/Data/connectors/conn6/20251106111050_TOP.png,conn6,OK,OK,2.3727433681488037,True
/Users/md101ta/Project Work/Data/connectors/conn7/20251106111050_TOP.png,conn7,OK,OK,1.8459510803222656,True
/Users/md101ta/Project Work/Data/connectors/conn8/20251106111050_TOP.png,conn8,OK,OK,1.6358929872512817,True
/Users/md101ta/Project Work/Data/connectors/conn9/20251106111050_TOP.png,conn9,OK,OK,3.6702675819396973,True
/Users/md101ta/Project Work/Data/connectors/conn1/20251106111126_TOP.png,conn1,OK,OK,2.5317232608795166,True
/Users/md101ta/Project Work/Data/connectors/conn2/20251106111126_TOP.png,conn2,OK,OK,2.21142578125,True
/Users/md101ta/Project Work/Data/connectors/conn3/20251106111126_TOP.png,conn3,OK,OK,3.076693534851074,True
/Users/md101ta/Project Work/Data/connectors/conn4/20251106111126_TOP.png,conn4,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn5/20251106111126_TOP.png,conn5,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn6/20251106111126_TOP.png,conn6,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn7/20251106111126_TOP.png,conn7,OK,OK,1.701270341873169,True
/Users/md101ta/Project Work/Data/connectors/conn8/20251106111126_TOP.png,conn8,OK,OK,1.3766512870788574,True
/Users/md101ta/Project Work/Data/connectors/conn9/20251106111126_TOP.png,conn9,OK,OK,2.550492286682129,True
/Users/md101ta/Project Work/Data/connectors/conn1/20251106111204_TOP.png,conn1,OK,OK,2.473079204559326,True
/Users/md101ta/Project Work/Data/connectors/conn2/20251106111204_TOP.png,conn2,OK,OK,2.671790599822998,True
/Users/md101ta/Project Work/Data/connectors/conn3/20251106111204_TOP.png,conn3,OK,OK,2.2114765644073486,True
/Users/md101ta/Project Work/Data/connectors/conn4/20251106111204_TOP.png,conn4,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn5/20251106111204_TOP.png,conn5,OK,OK,3.3784093856811523,True
/Users/md101ta/Project Work/Data/connectors/conn6/20251106111204_TOP.png,conn6,OK,OK,2.3073654174804688,True
/Users/md101ta/Project Work/Data/connectors/conn7/20251106111204_TOP.png,conn7,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn8/20251106111204_TOP.png,conn8,OK,OK,1.585828185081482,True
/Users/md101ta/Project Work/Data/connectors/conn9/20251106111204_TOP.png,conn9,OK,OK,1.8986560106277466,True
/Users/md101ta/Project Work/Data/connectors/conn1/20251106111239_TOP.png,conn1,OK,OK,2.0547022819519043,True
/Users/md101ta/Project Work/Data/connectors/conn2/20251106111239_TOP.png,conn2,OK,OK,2.2564291954040527,True
/Users/md101ta/Project Work/Data/connectors/conn3/20251106111239_TOP.png,conn3,OK,OK,2.4530253410339355,True
/Users/md101ta/Project Work/Data/connectors/conn4/20251106111239_TOP.png,conn4,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn5/20251106111239_TOP.png,conn5,OK,OK,2.2989425659179688,True
/Users/md101ta/Project Work/Data/connectors/conn6/20251106111239_TOP.png,conn6,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn7/20251106111239_TOP.png,conn7,OK,OK,2.32427716255188,True
/Users/md101ta/Project Work/Data/connectors/conn8/20251106111239_TOP.png,conn8,OK,OK,2.6846892833709717,True
/Users/md101ta/Project Work/Data/connectors/conn9/20251106111239_TOP.png,conn9,OK,OK,3.7628681659698486,True
/Users/md101ta/Project Work/Data/connectors/conn1/20251106111316_TOP.png,conn1,OK,OK,1.7880520820617676,True
/Users/md101ta/Project Work/Data/connectors/conn2/20251106111316_TOP.png,conn2,OK,OK,2.158236503601074,True
/Users/md101ta/Project Work/Data/connectors/conn3/20251106111316_TOP.png,conn3,OK,OK,1.8220133781433105,True
/Users/md101ta/Project Work/Data/connectors/conn4/20251106111316_TOP.png,conn4,OK,OK,2.720370292663574,True
/Users/md101ta/Project Work/Data/connectors/conn5/20251106111316_TOP.png,conn5,OK,OK,2.0805087089538574,True
/Users/md101ta/Project Work/Data/connectors/conn6/20251106111316_TOP.png,conn6,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn7/20251106111316_TOP.png,conn7,OK,OK,2.3144357204437256,True
/Users/md101ta/Project Work/Data/connectors/conn8/20251106111316_TOP.png,conn8,OK,OK,1.3487164974212646,True
/Users/md101ta/Project Work/Data/connectors/conn9/20251106111316_TOP.png,conn9,OK,OK,2.415897846221924,True
/Users/md101ta/Project Work/Data/connectors/conn1/20251106111352_TOP.png,conn1,OK,OK,1.7872107028961182,True
/Users/md101ta/Project Work/Data/connectors/conn2/20251106111352_TOP.png,conn2,OK,OK,2.579906940460205,True
/Users/md101ta/Project Work/Data/connectors/conn3/20251106111352_TOP.png,conn3,OK,OK,2.218964099884033,True
/Users/md101ta/Project Work/Data/connectors/conn4/20251106111352_TOP.png,conn4,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn5/20251106111352_TOP.png,conn5,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn6/20251106111352_TOP.png,conn6,OK,OK,2.066929340362549,True
/Users/md101ta/Project Work/Data/connectors/conn7/20251106111352_TOP.png,conn7,OK,OK,3.2430286407470703,True
/Users/md101ta/Project Work/Data/connectors/conn8/20251106111352_TOP.png,conn8,OK,OK,3.7436118125915527,True
/Users/md101ta/Project Work/Data/connectors/conn9/20251106111352_TOP.png,conn9,OK,OK,2.0894291400909424,True
/Users/md101ta/Project Work/Data/connectors/conn1/20251106111429_TOP.png,conn1,OK,OK,1.8101544380187988,True
/Users/md101ta/Project Work/Data/connectors/conn2/20251106111429_TOP.png,conn2,OK,OK,2.324831247329712,True
/Users/md101ta/Project Work/Data/connectors/conn3/20251106111429_TOP.png,conn3,OK,OK,1.8424025774002075,True
/Users/md101ta/Project Work/Data/connectors/conn4/20251106111429_TOP.png,conn4,OK,OK,3.995232582092285,True
/Users/md101ta/Project Work/Data/connectors/conn5/20251106111429_TOP.png,conn5,OK,OK,1.9001054763793945,True
/Users/md101ta/Project Work/Data/connectors/conn6/20251106111429_TOP.png,conn6,OK,OK,2.4883511066436768,True
/Users/md101ta/Project Work/Data/connectors/conn7/20251106111429_TOP.png,conn7,OK,OK,1.5275063514709473,True
/Users/md101ta/Project Work/Data/connectors/conn8/20251106111429_TOP.png,conn8,OK,OK,2.0532643795013428,True
/Users/md101ta/Project Work/Data/connectors/conn9/20251106111429_TOP.png,conn9,OK,OK,2.027440071105957,True
/Users/md101ta/Project Work/Data/connectors/conn1/20251106111505_TOP.png,conn1,OK,OK,1.8095793724060059,True
/Users/md101ta/Project Work/Data/connectors/conn2/20251106111505_TOP.png,conn2,OK,OK,2.8494203090667725,True
/Users/md101ta/Project Work/Data/connectors/conn3/20251106111505_TOP.png,conn3,OK,OK,2.2618441581726074,True
/Users/md101ta/Project Work/Data/connectors/conn4/20251106111505_TOP.png,conn4,OK,OK,2.6691551208496094,True
/Users/md101ta/Project Work/Data/connectors/conn5/20251106111505_TOP.png,conn5,OK,OK,2.124159574508667,True
/Users/md101ta/Project Work/Data/connectors/conn6/20251106111505_TOP.png,conn6,OK,OK,2.4069607257843018,True
/Users/md101ta/Project Work/Data/connectors/conn7/20251106111505_TOP.png,conn7,OK,OK,3.3081297874450684,True
/Users/md101ta/Project Work/Data/connectors/conn8/20251106111505_TOP.png,conn8,OK,OK,1.4493317604064941,True
/Users/md101ta/Project Work/Data/connectors/conn9/20251106111505_TOP.png,conn9,OK,OK,2.299036741256714,True
/Users/md101ta/Project Work/Data/connectors/conn1/20251106111542_TOP.png,conn1,OK,OK,2.0346553325653076,True
/Users/md101ta/Project Work/Data/connectors/conn2/20251106111542_TOP.png,conn2,OK,OK,2.6111416816711426,True
/Users/md101ta/Project Work/Data/connectors/conn3/20251106111542_TOP.png,conn3,OK,OK,2.219882011413574,True
/Users/md101ta/Project Work/Data/connectors/conn4/20251106111542_TOP.png,conn4,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn5/20251106111542_TOP.png,conn5,OK,OK,2.2267632484436035,True
/Users/md101ta/Project Work/Data/connectors/conn6/20251106111542_TOP.png,conn6,OK,OK,2.253159761428833,True
/Users/md101ta/Project Work/Data/connectors/conn7/20251106111542_TOP.png,conn7,OK,OK,2.182086706161499,True
/Users/md101ta/Project Work/Data/connectors/conn8/20251106111542_TOP.png,conn8,OK,OK,1.7454655170440674,True
/Users/md101ta/Project Work/Data/connectors/conn9/20251106111542_TOP.png,conn9,OK,OK,1.7497093677520752,True
/Users/md101ta/Project Work/Data/connectors/conn1/20251106111617_TOP.png,conn1,OK,OK,1.9404534101486206,True
/Users/md101ta/Project Work/Data/connectors/conn2/20251106111617_TOP.png,conn2,OK,OK,3.188978910446167,True
/Users/md101ta/Project Work/Data/connectors/conn3/20251106111617_TOP.png,conn3,OK,OK,1.612553596496582,True
/Users/md101ta/Project Work/Data/connectors/conn4/20251106111617_TOP.png,conn4,OK,OK,2.682370901107788,True
/Users/md101ta/Project Work/Data/connectors/conn5/20251106111617_TOP.png,conn5,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn6/20251106111617_TOP.png,conn6,OCCLUSION,KO,3.9871368408203125,False
/Users/md101ta/Project Work/Data/connectors/conn7/20251106111617_TOP.png,conn7,OK,OK,2.397916793823242,True
/Users/md101ta/Project Work/Data/connectors/conn8/20251106111617_TOP.png,conn8,OK,OK,1.9152157306671143,True
/Users/md101ta/Project Work/Data/connectors/conn9/20251106111617_TOP.png,conn9,OK,OK,1.9822006225585938,True
/Users/md101ta/Project Work/Data/connectors/conn1/20251106111653_TOP.png,conn1,OK,OK,2.684293746948242,True
/Users/md101ta/Project Work/Data/connectors/conn2/20251106111653_TOP.png,conn2,OK,OK,2.8507256507873535,True
/Users/md101ta/Project Work/Data/connectors/conn3/20251106111653_TOP.png,conn3,OK,OK,1.6812694072723389,True
/Users/md101ta/Project Work/Data/connectors/conn4/20251106111653_TOP.png,conn4,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn5/20251106111653_TOP.png,conn5,OK,OK,1.9141665697097778,True
/Users/md101ta/Project Work/Data/connectors/conn6/20251106111653_TOP.png,conn6,OK,OK,2.154191493988037,True
/Users/md101ta/Project Work/Data/connectors/conn7/20251106111653_TOP.png,conn7,OCCLUSION,OK,2.521817684173584,False
/Users/md101ta/Project Work/Data/connectors/conn8/20251106111653_TOP.png,conn8,OK,OK,2.0000126361846924,True
/Users/md101ta/Project Work/Data/connectors/conn9/20251106111653_TOP.png,conn9,OK,OK,2.0094165802001953,True
/Users/md101ta/Project Work/Data/connectors/conn1/20251106111729_TOP.png,conn1,OK,OK,1.6285004615783691,True
/Users/md101ta/Project Work/Data/connectors/conn2/20251106111729_TOP.png,conn2,OK,OK,1.875014305114746,True
/Users/md101ta/Project Work/Data/connectors/conn3/20251106111729_TOP.png,conn3,OK,OK,2.0460567474365234,True
/Users/md101ta/Project Work/Data/connectors/conn4/20251106111729_TOP.png,conn4,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn5/20251106111729_TOP.png,conn5,OK,OK,1.473177433013916,True
/Users/md101ta/Project Work/Data/connectors/conn6/20251106111729_TOP.png,conn6,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn7/20251106111729_TOP.png,conn7,OK,OK,2.287219524383545,True
/Users/md101ta/Project Work/Data/connectors/conn8/20251106111729_TOP.png,conn8,OK,OK,2.5611743927001953,True
/Users/md101ta/Project Work/Data/connectors/conn9/20251106111729_TOP.png,conn9,OK,OK,2.8044357299804688,True
/Users/md101ta/Project Work/Data/connectors/conn1/20251106111808_TOP.png,conn1,OK,OK,1.7629221677780151,True
/Users/md101ta/Project Work/Data/connectors/conn2/20251106111808_TOP.png,conn2,OK,OK,2.4005982875823975,True
/Users/md101ta/Project Work/Data/connectors/conn3/20251106111808_TOP.png,conn3,OK,OK,1.529963493347168,True
/Users/md101ta/Project Work/Data/connectors/conn4/20251106111808_TOP.png,conn4,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn5/20251106111808_TOP.png,conn5,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn6/20251106111808_TOP.png,conn6,OK,OK,2.1574456691741943,True
/Users/md101ta/Project Work/Data/connectors/conn7/20251106111808_TOP.png,conn7,OK,OK,2.9928815364837646,True
/Users/md101ta/Project Work/Data/connectors/conn8/20251106111808_TOP.png,conn8,OK,OK,1.6149650812149048,True
/Users/md101ta/Project Work/Data/connectors/conn9/20251106111808_TOP.png,conn9,OK,OK,2.3163399696350098,True
/Users/md101ta/Project Work/Data/connectors/conn1/20251106111842_TOP.png,conn1,OK,OK,2.2025649547576904,True
/Users/md101ta/Project Work/Data/connectors/conn2/20251106111842_TOP.png,conn2,OK,OK,2.9489097595214844,True
/Users/md101ta/Project Work/Data/connectors/conn3/20251106111842_TOP.png,conn3,OK,OK,1.8929246664047241,True
/Users/md101ta/Project Work/Data/connectors/conn4/20251106111842_TOP.png,conn4,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn5/20251106111842_TOP.png,conn5,OK,OK,2.420609712600708,True
/Users/md101ta/Project Work/Data/connectors/conn6/20251106111842_TOP.png,conn6,OK,OK,2.282399892807007,True
/Users/md101ta/Project Work/Data/connectors/conn7/20251106111842_TOP.png,conn7,OCCLUSION,OK,3.323082447052002,False
/Users/md101ta/Project Work/Data/connectors/conn8/20251106111842_TOP.png,conn8,OK,OK,2.2942023277282715,True
/Users/md101ta/Project Work/Data/connectors/conn9/20251106111842_TOP.png,conn9,OK,OK,2.1700260639190674,True
/Users/md101ta/Project Work/Data/connectors/conn1/20251106111918_TOP.png,conn1,OK,OK,1.6623737812042236,True
/Users/md101ta/Project Work/Data/connectors/conn2/20251106111918_TOP.png,conn2,OK,OK,2.894291877746582,True
/Users/md101ta/Project Work/Data/connectors/conn3/20251106111918_TOP.png,conn3,OK,OK,2.082226514816284,True
/Users/md101ta/Project Work/Data/connectors/conn4/20251106111918_TOP.png,conn4,OK,OK,2.5508251190185547,True
/Users/md101ta/Project Work/Data/connectors/conn5/20251106111918_TOP.png,conn5,OK,OK,3.698700428009033,True
/Users/md101ta/Project Work/Data/connectors/conn6/20251106111918_TOP.png,conn6,OK,OK,3.4735114574432373,True
/Users/md101ta/Project Work/Data/connectors/conn7/20251106111918_TOP.png,conn7,OK,OK,2.546220302581787,True
/Users/md101ta/Project Work/Data/connectors/conn8/20251106111918_TOP.png,conn8,OK,OK,1.9094221591949463,True
/Users/md101ta/Project Work/Data/connectors/conn9/20251106111918_TOP.png,conn9,OK,OK,3.0834007263183594,True
/Users/md101ta/Project Work/Data/connectors/conn1/20251106111955_TOP.png,conn1,OK,OK,2.334555149078369,True
/Users/md101ta/Project Work/Data/connectors/conn2/20251106111955_TOP.png,conn2,OK,OK,1.9736238718032837,True
/Users/md101ta/Project Work/Data/connectors/conn3/20251106111955_TOP.png,conn3,OK,OK,1.671538233757019,True
/Users/md101ta/Project Work/Data/connectors/conn4/20251106111955_TOP.png,conn4,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn5/20251106111955_TOP.png,conn5,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn6/20251106111955_TOP.png,conn6,OCCLUSION,OK,3.2122936248779297,False
/Users/md101ta/Project Work/Data/connectors/conn7/20251106111955_TOP.png,conn7,OK,OK,2.8071272373199463,True
/Users/md101ta/Project Work/Data/connectors/conn8/20251106111955_TOP.png,conn8,OK,OK,1.9453723430633545,True
/Users/md101ta/Project Work/Data/connectors/conn9/20251106111955_TOP.png,conn9,OK,OK,2.63088059425354,True
/Users/md101ta/Project Work/Data/connectors/conn1/20251106112032_TOP.png,conn1,OK,OK,1.7695796489715576,True
/Users/md101ta/Project Work/Data/connectors/conn2/20251106112032_TOP.png,conn2,OK,OK,2.5362019538879395,True
/Users/md101ta/Project Work/Data/connectors/conn3/20251106112032_TOP.png,conn3,OK,OK,2.442551851272583,True
/Users/md101ta/Project Work/Data/connectors/conn4/20251106112032_TOP.png,conn4,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn5/20251106112032_TOP.png,conn5,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn6/20251106112032_TOP.png,conn6,OK,OK,3.3265347480773926,True
/Users/md101ta/Project Work/Data/connectors/conn7/20251106112032_TOP.png,conn7,OK,OK,2.4061059951782227,True
/Users/md101ta/Project Work/Data/connectors/conn8/20251106112032_TOP.png,conn8,OK,OK,2.4168787002563477,True
/Users/md101ta/Project Work/Data/connectors/conn9/20251106112032_TOP.png,conn9,OK,OK,2.4678750038146973,True
/Users/md101ta/Project Work/Data/connectors/conn1/20251106112109_TOP.png,conn1,OK,OK,2.1750142574310303,True
/Users/md101ta/Project Work/Data/connectors/conn2/20251106112109_TOP.png,conn2,OK,OK,2.325761079788208,True
/Users/md101ta/Project Work/Data/connectors/conn3/20251106112109_TOP.png,conn3,OK,OK,1.641384243965149,True
/Users/md101ta/Project Work/Data/connectors/conn4/20251106112109_TOP.png,conn4,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn5/20251106112109_TOP.png,conn5,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn6/20251106112109_TOP.png,conn6,OCCLUSION,OCCLUSION,0.0,True
/Users/md101ta/Project Work/Data/connectors/conn7/20251106112109_TOP.png,conn7,OK,OK,2.9209797382354736,True
/Users/md101ta/Project Work/Data/connectors/conn8/20251106112109_TOP.png,conn8,OK,OK,2.0796656608581543,True
/Users/md101ta/Project Work/Data/connectors/conn9/20251106112109_TOP.png,conn9,OK,OK,2.336329460144043,True
/Users/md101ta/Project Work/Data/connectors/conn1/20251106112144_TOP.png,conn1,OK,OK,2.067197561264038,True
/Users/md101ta/Project Work/Data/connectors/conn2/20251106112144_TOP.png,conn2,OK,OK,2.126505136489868,True
/Users/md101ta/Project Work/Data/connectors/conn3/20251106112144_TOP.png,conn3,OK,OK,1.8814845085144043,True
/Users/md101ta/Project Work/Data/connectors/conn4/20251106112144_TOP.png,conn4,OCCLUSION,OCCLUSION,0.0,True
